Name,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
Jake Woodford,STL,NL,24,20,18,0,2,0,0,0,0,0,0,0,9,.111,.111,.111,.222,-38,2,0,0,2,0,0,woodfja01
Brandon Woodruff*,MIL,NL,28,58,52,0,6,0,0,0,2,0,0,3,28,.115,.164,.115,.279,-22,6,0,0,3,0,0,woodrbr01
Brandon Workman,TOT,MLB,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,workmbr01
Brandon Workman,CHC,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,workmbr01
Brandon Workman,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,workmbr01
Kyle Wright,ATL,NL,2,3,3,1,1,1,0,0,0,0,0,0,1,.333,.333,.667,1.000,156,2,0,0,0,0,0,wrighky01
Austin Wynns,BAL,AL,45,139,130,14,24,4,0,4,14,1,0,8,31,.185,.232,.308,.540,47,40,6,0,1,0,0,wynnsau01
Miguel Yajure,PIT,NL,3,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,yajurmi01
Jordan Yamamoto,NYM,NL,2,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,177,1,0,0,0,0,0,yamamjo01
Hyeon-jong Yang*,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,yanghy01
Ryan Yarbrough,TBR,AL,2,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,yarbrry01
Eric Yardley,MIL,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,yardler01
Mike Yastrzemski*,SFG,NL,139,532,468,75,105,28,3,25,71,4,0,51,131,.224,.311,.457,.768,106,214,3,9,1,3,4,yastrmi01
Christian Yelich*,MIL,NL,117,475,399,70,99,19,2,9,51,9,3,70,113,.248,.362,.373,.736,101,149,5,3,0,3,5,yelicch01
Huascar Ynoa,ATL,NL,18,32,32,3,7,1,0,2,6,0,0,0,15,.219,.219,.438,.656,68,14,0,0,0,0,0,ynoahu01
Alex Young*,TOT,MLB,29,4,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,youngal01
Alex Young*,ARI,NL,29,4,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,youngal01
Andrew Young,ARI,NL,58,104,91,13,19,7,0,6,15,0,0,6,45,.209,.298,.484,.782,107,44,3,6,0,1,0,youngan02
Seby Zavala,CHW,AL,37,104,93,15,17,3,0,5,15,0,0,6,41,.183,.240,.376,.616,65,35,1,1,4,0,0,zavalse01
Bradley Zimmer*,CLE,AL,99,348,299,44,68,9,1,8,35,15,3,30,122,.227,.325,.344,.669,85,103,3,15,0,4,0,zimmebr01
Kyle Zimmer,KCR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,zimmeky01
Ryan Zimmerman,WSN,NL,110,273,255,27,62,16,0,14,46,0,0,16,77,.243,.286,.471,.756,104,120,9,0,0,2,0,zimmery01
Bruce Zimmermann*,BAL,AL,2,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,zimmebr02
Jordan Zimmermann,MIL,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,zimmejo02
Tyler Zuber,KCR,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,zuberty01
Mike Zunino,TBR,AL,109,375,333,64,72,11,2,33,62,0,0,34,132,.216,.301,.559,.860,136,186,7,7,0,1,0,zuninmi01
